metadata_field,canonical_name,confidence,count,n_snapshots,support,corpora_count,figure_count,table_count,source_snapshot_count,source_document_count,source_both_count,top_observed_values,n_unique_observed_values,top_description_values,top_reasoning_values
institutional_scope,not_in_ontology,low,2,2,0.00952381,1,1,1,1,0,1,"['GATT/WTO', ""CONALEP; Mexico's National Technical Professional School""]",2,"['The institution, regime, or reporting framework within which the data are defined.', 'The institution, program, or organization that is the focus of the analysis.']","['The institutional scope links the figure to trade agreements notified under the GATT/WTO system.', 'This field helps connect table-level evidence to a specific education program or institution.']"
total_amount,financial_metric,high,2,2,0.00952381,1,0,2,2,0,0,"['2,000,000', '5.00 US$ million']",2,"['A reported aggregate or total amount in the table.', 'The aggregate monetary total reported in the table.']","['Total amounts are useful for filtering and comparing financial tables.', 'The total amount provides a compact summary for financial discovery and comparison.']"
total_value,not_in_ontology,high,2,2,0.00952381,2,1,1,2,0,0,"['32,643 refugees and asylum-seekers; 23,989 refugees; 8,654 asylum-seekers', '13,470,225; 5,828,037; 8,544,600']",2,"['Overall total or summary values reported in the snapshot.', 'Aggregate totals reported for each indicator or table section.']","['Summary totals support retrieval and comparison of snapshots containing headline statistics.', 'Totals are key summary values that users often search for or compare across tables.']"
reported_statistics,measure_type,high,2,2,0.00952381,1,0,2,2,0,0,"['Coefficient; S.E.; # of obs.; p-value; significance stars', 'Coefficient estimates; robust standard errors; Observations; R2; F-statistic with p-value; Overidentification χ2 with p-value']",2,"['Statistical quantities reported for each model or indicator.', 'Types of statistical quantities reported in the table.']","['Reported statistics indicate what analytical results are available for reuse or comparison.', 'Reported statistics enable discovery of tables containing specific empirical diagnostics.']"
issuing_organization,source_organization,high,2,2,0.00952381,1,2,0,2,0,0,"['UNHCR - The UN Refugee Agency; Regional Bureau for Southern Africa', 'UNHCR — The UN Refugee Agency']",2,"['The organization or institutional unit responsible for the map.', 'The organization responsible for producing or branding the snapshot.']","['The issuing organization is essential for provenance and institutional discovery.', 'Identifying the producing organization supports provenance tracking and filtering by source.']"
table_note,interpretive_note,high,2,2,0.00952381,1,0,2,2,0,0,"['Note: Standard deviation of variables and the standard error of the differences are in parentheses.', 'a denotes statistical significance at the 1 percent level.']",2,"['Explanatory note or footnote needed to interpret the table values.', 'Footnote or note explaining annotations, assumptions, or interpretation of table values.']","['Table notes often contain essential interpretation rules not captured by titles or headers.', 'Table notes often contain essential interpretive metadata not captured by titles or headers.']"
quantitative_values,not_in_ontology,high,2,2,0.00952381,1,0,2,2,0,0,"['94%; 35%; 65%; 68%; 32%; 34%; 66%', '59 minutes; 30 minutes; 12 minutes; 58 minutes']",2,"['Numerical values displayed in the figure.', 'The numeric values reported in the table with their associated unit.']","['Capturing displayed values improves discoverability of quantitative findings contained only in the snapshot.', 'Captured values support analytical reuse and precise retrieval of table contents.']"
legend_labels,series_labels,high,2,2,0.00952381,2,2,0,2,0,0,"['GDP deflator; CPI; Exports; Imports; A - IBRD; B - IDA; C - IMF; D - Other multilateral; E - Bilateral; F - Private; G - Short-term', 'Sea Arrivals; Land Arrivals']",2,"['Labels used in chart legends to identify plotted series or components.', 'Semantic categories identified in the map legend.']","['Legend labels clarify the meaning of plotted series and improve retrieval of embedded chart content.', 'Legend labels clarify how the route symbols should be interpreted.']"
thematic_sections,subject_domain,high,2,2,0.00952381,1,2,0,2,0,0,['Poverty and Social; Key Economic Ratios and Long-Term Trends; Structure of the Economy'],1,"['Topical sections organizing the indicators in the snapshot.', 'Major topical sections or subject groupings used to organize the snapshot content.']","['Thematic sections support subject-based discovery beyond document-level keywords.', 'Thematic sections summarize the analytical domains covered by the multi-part country profile.']"
legal_status_categories,population_group,high,2,2,0.00952381,1,1,1,2,0,0,"['REF = Refugee; ASY = Asylum-Seeker; OOC = Other person of concern; Others', 'Réfugiés; IDP; Retournés; Hôtes']",2,"['Legal or protection status categories used to classify people in the data.', 'Legal or displacement-status groups used as analytical categories.']","['Legal status categories are key for filtering humanitarian protection statistics.', 'These categories are important for humanitarian and protection-related discovery use cases.']"
target_date,reference_date,high,2,2,0.00952381,1,0,2,2,0,0,"['May/2029; Jun/2029', 'Dec/2028']",2,"['Date associated with target indicator values.', 'Date associated with the target or end-period value in the table.']","['Target dates allow retrieval and comparison of planned results by time horizon.', 'Target dates support discovery of planned outcomes by completion or milestone timing.']"
map_producer,source_organization,high,2,2,0.00952381,1,2,0,2,0,0,"['WHO Health Emergencies Programme', 'Map Design Unit of The World Bank']",2,"['The organization or program responsible for producing the map.', 'Organization or unit credited with producing the map.']","['Producer information supports provenance and attribution for the visualized data product.', 'Producer information is useful for provenance, authority assessment, and reuse.']"
site_location,geographic_entities,high,2,2,0.00952381,1,0,2,2,0,0,"['Josina Machel Neighbourhood', 'Cariaco Neighbourhood, Pemba city']",2,"['Specific site, community, facility, or locality where the activity or data collection took place.', 'Specific site or locality where the activity took place.']","['Site-level metadata improves discovery of localized findings not captured by broader document metadata.', 'Provides finer-grained location metadata than a district-level reference.']"
measurement_frequency,temporal_granularity,high,2,2,0.00952381,2,1,1,2,0,0,"['Annual', 'Monthly']",2,"['The frequency or periodicity of the measured indicator.', 'The reporting frequency or time basis of the measured values.']","['Annual frequency is central to interpreting the indicator and comparing it with other time-based metrics.', 'Frequency clarifies how income values should be interpreted and compared.']"
measurement_basis,unit_of_measure,medium,2,2,0.00952381,1,2,0,2,0,0,"['Percent of total expenditure per capita (p.c.)', 'Per student']",2,"['The denominator, normalization, or basis used to calculate the indicator.', 'The denominator or basis used to normalize the reported measure.']","['The per-capita and total-expenditure basis clarifies how the indicator should be interpreted.', 'Normalization basis is critical for comparing costs across settings or populations.']"
summary_total_value,not_in_ontology,high,2,2,0.00952381,1,0,2,2,0,0,"['Total project costs: 61.1 US $Million; total baseline costs: 47.8 US $Million', 'Total value of contracts subject to prior review: 46.8']",2,"['Key aggregate totals reported in the table.', 'A summary or total value explicitly reported in the table.']","['Capturing headline totals improves retrieval and quick assessment of the table’s financial scale.', 'Summary totals are useful for quickly identifying the scale of procurement covered by the table.']"
intervention_or_treatment,intervention_type,high,2,2,0.00952381,1,0,2,1,0,1,"['Treatment; conversion to individual liability inferred from document abstract', 'Treatment variable is one if the loan cycle ends after the conversion in treatment centers; zero otherwise']",2,"['The intervention, treatment, or policy condition evaluated in the table.', 'The intervention, treatment condition, or exposure variable analyzed in the table.']","['Treatment metadata connects the regression results to the underlying experimental intervention.', 'Treatment metadata is central for discovering impact-evaluation evidence.']"
value_scale,unit_of_measure,medium,2,2,0.00952381,2,1,1,2,0,0,"['Millions', 'Y-axis tick marks range from 0 to 80']",2,"['Magnitude scale applied to numeric values.', 'The numeric scale or visible range used for plotted values.']","['The scale prevents misinterpretation of monetary amounts and improves analytical reuse.', 'The visible scale helps interpret the magnitude of the indicator even when exact values are not extracted.']"
comparison_entities,comparison_group,high,2,2,0.00952381,2,1,1,2,0,0,"['Jordan; M. East & North Africa; Lower-middle-income', 'Land-cover; Soil Type; Elevation; Slope; TWI; Rain (Int. + Dur); DND; HAND']",2,"['Countries, regions, income groups, or other benchmark entities used for comparison in the snapshot.', 'Entities or criteria that are compared against one another.']","['Benchmark entities reveal that the snapshot compares Jordan against regional and income-group averages.', 'Capturing compared entities improves retrieval and reuse of pairwise comparison data.']"
disaggregation_dimensions,population_group,high,2,2,0.00952381,1,2,0,2,0,0,"['Highest grade of basic education attended; Wealth index quintile; Location', 'Gender, location, wealth quintile, grade, country']",2,"['The categorical dimensions by which the indicator is broken down.', 'Dimensions used to break down or compare the indicator values.']","['Disaggregation dimensions reveal the analytical structure of the figure beyond the document-level topic.', 'Disaggregation dimensions reveal the analytical structure of the figure.']"
data_as_of_date,reference_date,high,2,2,0.00952381,1,1,1,2,0,0,"['8/28/97', 'December 2014']",2,"['Date printed on or associated with the snapshot data page.', 'Reference date at which the table estimates or values are stated to apply.']","['A data as-of date helps distinguish the statistical reference point from the document publication date.', 'The as-of date is essential for interpreting funding estimates and distinguishing them from project publication dates.']"
assessment_type,data_collection_method,high,2,2,0.00952381,1,0,2,2,0,0,['Safety Audit'],1,"['Type of assessment, audit, survey, or data collection exercise represented in the snapshot.', 'Type of assessment or exercise documented by the table.']","['Enables retrieval of snapshots related to safety audits across documents.', 'Identifies the activity context needed to find and compare similar assessment tables.']"
data_reference_date,reference_date,high,2,2,0.00952381,1,2,0,2,0,0,"['10/1/98', '9/17/99']",2,"['Date printed or cited in connection with the snapshot data.', 'Date associated with the data sheet or snapshot content.']","['A data reference date helps distinguish the timing of the statistical profile from the PDF publication date.', 'A snapshot-level reference date helps distinguish the currency of the data from the document publication date.']"
data_notes,interpretive_note,high,2,2,0.00952381,1,0,2,2,0,0,"[""Figures are subject to change; IDPs by disaster are not included; 'Other' in the location refers to any known location other than camp or settlement sites; some DRC location numbers are as of 31 May 2023; self-settled refers to individuals without available information such as names and locations categorized as 'unknown'; some location figures may differ from operation reports due to inconsistency in proGres."", ""Figures are subject to change; IDPs by disaster are not included; 'Other' location definition provided; some DRC location numbers are as of 31 May 2023; self-settled definition provided; possible inconsistency in proGres noted""]",2,"['Footnotes, caveats, definitions, and exclusions attached to the table data.', 'Footnotes, caveats, definitions, or methodological notes needed to interpret the table.']","['Notes provide provenance and interpretation constraints that are critical for reuse.', 'Notes provide critical context for data quality, exclusions, definitions, and comparability.']"
variable_names,indicator_name,high,2,2,0.00952381,1,0,2,2,0,0,"['Investment climate; AIJ subsidy; Host commitment; Investor commitment; Government effectiveness; Political stability; Income; Population; Proximity; Trade agreement; Voice and accountability; Corruption; Constant', 'Ratio of remittances to GDP (%); Logarithm of remittances; Logarithm of remittances per capita; Logarithm of migrants abroad; Ratio of migrants abroad to population size; Ratio of bank deposit to GDP; Ratio of bank credit to GDP; Logarithm of GDP; Logarithm of GDP per capita; GDP growth rate (%); Female labor market participation rate (%); Population density (people per sq km); Urbanization (%); Passport cost (% of GDP per capita); Inflation rate (%); Dummy for dual exchange rate; Dummy for British legal origin']",2,"['Names of variables, covariates, or regressors reported in the table.', 'Names of variables or indicators listed in the table.']","['Variable names are central for discovering specific determinants analyzed in statistical tables.', 'Variable names provide fine-grained discovery of the actual indicators contained in the table.']"
breakdown_dimension,category_dimension,medium,2,2,0.00952381,2,1,1,2,0,0,"['Wealth quintiles: Poorest; Second; Middle; Fourth; Richest', 'Age group']",2,"['The secondary categorical dimension used to subdivide the data.', 'Dimension used to subdivide the comparison groups.']","['The breakdown dimension reveals that the figure supports socioeconomic comparison by wealth group.', 'The breakdown dimension supports reuse and comparison with other age-disaggregated figures.']"
data_language,language,high,2,2,0.00952381,1,0,2,2,0,0,['French'],1,['Language used in the table text and labels.'],"['Language metadata supports multilingual search and label interpretation.', 'Language metadata supports multilingual search, indexing, and translation workflows.']"
column_headers,column_dimension,high,2,2,0.00952381,1,0,2,2,0,0,"['Situation; Total Inter-Agency Requirements', 'Country; Total Budget (USD); Total Funded (%)']",2,"['Visible column header labels defining the table structure.', 'Column labels that define the structure of the table.']","['Column headers identify the dimensions and measures needed to interpret the table.', 'Column headers expose the measures and dimensions contained in the table.']"
comparison_periods,time_period,high,2,2,0.00952381,1,1,1,2,0,0,"['1999; 2006', 'Change (2002–09); Change (1999–01)']",2,"['Specific years or periods shown as separate comparison points in the figure.', 'The periods over which changes or comparisons are calculated.']","['The individual comparison years are needed to distinguish this from a single-period map.', 'Comparison periods clarify that the table reports changes rather than only point-in-time values.']"
data_collection_frequency,temporal_granularity,high,2,2,0.00952381,1,0,2,2,0,0,"['Once, with follow-up to ensure ongoing operations; supplementary surveys, as needed', 'One time pilot project evaluation; trimestrial; yearly']",2,"['How often data for an indicator are collected or verified.', 'How often indicator data are collected or reported.']","['Collection frequency is important for assessing monitoring design and data availability.', 'Frequency supports discovery of monitoring frameworks and helps assess data comparability over time.']"
column_categories,category_labels,high,2,2,0.00952381,2,0,2,2,0,0,"['Droit à la liberté; Droit à la propriété; Droit à l’intégrité physique; Conflits fonciers; VBG; Res. 1612; Total; %', 'Pre Primary; Primary; Lower Secondary; Upper Secondary; Technical Education']",2,"['Observed column category labels used in the table.', 'The category labels appearing under the column dimension.']","['Column categories expose the specific human rights and protection issues represented in the data.', 'Category labels expose the education levels covered by the table for more precise discovery.']"
column_dimensions,column_dimension,high,2,2,0.00952381,1,0,2,2,0,0,"['Agency; Timeframe; Funding type; Amount; Core support areas', 'Contract Value (Threshold); Procurement Method; Contracts Subject to Prior Review / Estimated Total Value Subject to Prior Review']",2,"['Column-level dimensions or variables represented in the table.', 'The main dimensions or measures represented in the table columns.']","['Column dimensions make the internal structure of the table discoverable for analytical reuse.', 'Column dimensions reveal the analytical variables contained in the table.']"
data_series_labels,series_labels,high,2,2,0.00952381,2,2,0,2,0,0,"['Number of Syrian Students in First Shift Public Schools; Number of Syrian Students in Second Shift Public Schools; Percentage of Syrian Students out of Total', 'Munich situation awareness: Blame on refugees (8%); Berlin Situation Awareness: Blame Refugees (5%); Nice situation awareness: Blame the refugees (7%)']",2,"['The legend labels identifying each plotted data series.', 'Legend labels identifying each plotted data series.']","['Series labels make the chart’s disaggregated measures discoverable as reusable metadata.', 'Series labels expose the categories being compared and are critical for search and interpretation.']"
base_period,reference_date,medium,2,2,0.00952381,2,2,0,2,0,0,"['1987=100 for export price index, import price index, and terms of trade', '2002:Q1 = 1']",2,"['Reference period used to normalize indexed indicators.', 'The reference period and value used to normalize an indexed data series.']","['Base-period metadata is necessary to interpret index values and compare them across sources.', 'Base-period metadata is critical for interpreting and reusing indexed economic series.']"
variable_transformations,calculation_method,high,2,2,0.00952381,1,0,2,2,0,0,"['Ratio; logarithm; difference; growth rate; dummy indicator', 'in 1+ logs; deviation of the rate from 1, in logs; in logs; percentages of total assets, pre-tax profit, or GDP']",2,"['Transformations or variable forms applied to listed indicators.', 'Transformations, normalizations, or measurement expressions applied to variables.']","['Transformations help users distinguish raw indicators from modeled or derived variables.', 'Transformations are important for interpreting and reusing reported empirical estimates.']"
content_language,language,high,2,2,0.00952381,2,1,1,1,0,1,"['Arabic', 'French']",2,"['The language used in the snapshot text.', 'Language used in the table labels.']","['Language metadata supports multilingual search, OCR routing, and user filtering.', 'Language metadata supports multilingual search and interpretation of labels.']"
aggregation_type,calculation_method,medium,2,2,0.00952381,1,0,2,2,0,0,"['Totals by row and by column', 'Nombre total']",2,"['Whether the table includes aggregate totals in addition to disaggregated values.', 'Type of aggregation represented by the reported values.']","['Aggregation metadata helps users understand whether summary values are available for reuse.', 'The table reports totals, which affects interpretation and reuse of the data.']"
currency_unit,currency,high,2,2,0.00952381,1,2,0,2,0,0,"['US$ millions; local/US$ conversion rate', 'US$; local/US$']",2,"['Currency denomination or exchange-rate unit used in monetary indicators.', 'Currency or exchange-rate denomination used in monetary indicators.']","['Currency metadata improves analytical reuse of trade, balance of payments, debt, and resource flow values.', 'Currency metadata is important for interpreting monetary values and exchange-rate data.']"
column_category_labels,category_labels,high,2,2,0.00952381,1,0,2,2,0,0,"['Réfugiés; IDP; Retournés; Hôtes; Total', 'Pré-test; Post-test']",2,"['Categories listed across the table columns.', 'Labels of categories appearing in the table columns.']","['Column categories improve discovery of tables disaggregated by displacement or legal status.', 'Column labels support retrieval of tables comparing pre- and post-intervention or assessment phases.']"
administrative_area,geographic_entities,high,2,2,0.00952381,1,0,2,2,0,0,"['Mahagi; Djugu', 'District: Pemba']",2,"['Administrative territories or subnational units associated with the listed locations.', 'Named administrative unit associated with the data in the snapshot.']","['Administrative areas support geographic faceting and aggregation across tables.', 'District-level information supports geographic faceting and aggregation.']"
baseline_date,reference_date,medium,2,2,0.00952381,1,0,2,2,0,0,"['Feb/2025; Mar/2025', 'Nov/2023']",2,"['Date associated with baseline indicator values.', 'Date associated with the baseline or starting value in the table.']","['Baseline dates support temporal interpretation of project performance indicators.', 'Baseline dates help users distinguish starting conditions from later targets or outcomes.']"
data_series_names,series_labels,high,2,2,0.00952381,2,2,0,2,0,0,"['No of Incidents; Civilian Casualties', 'Total Revenue; Total Expenditure']",2,"['The names of the chart series shown in the legend.', 'The named data series or variables plotted in the snapshot.']","['Series names identify the separate measures being compared within each category.', 'Series names expose the fiscal aggregates compared in the figure.']"
settlement_status_indicator,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Self-settled: Yes / No'],1,['A categorical indicator describing whether populations are self-settled.'],['This field captures an important population attribute that can support filtering and analysis.']
sector_or_domain,subject_domain,high,1,1,0.004761905,1,1,0,0,0,1,['Exports; merchandise trade; export destination patterns'],1,['Economic sector or thematic domain addressed by the snapshot.'],['The trade/export domain is central to topic-based discovery and is supported by both the caption and document metadata.']
sex_or_gender_group,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Men; Women; Boys; Girls'],1,['Sex or gender-related population categories represented in the table.'],['Sex or gender categories support discovery of gender-disaggregated humanitarian data.']
chart_axis_labels,indicator_name,medium,1,1,0.004761905,1,1,0,1,0,0,['Life expectancy; GNP per capita; Gross primary enrollment; Access to safe water; Trade; Investment; Indebtedness; Domestic Savings'],1,['Axis or spoke labels used in embedded charts.'],['Chart axis labels expose key indicators that may not appear in table captions alone.']
sector_or_activity_area,subject_domain,high,1,1,0.004761905,1,0,1,1,0,0,['Infrastructure Development: Urban and Rural; Socio-economic development; Municipal Infrastructure; Water and Sanitation Services; Emergency Employment Generation'],1,['Sectoral or activity areas represented in the table entries.'],['Sector and activity metadata enables thematic search within tables.']
cause_or_reason,category_dimension,medium,1,1,0.004761905,1,0,1,1,0,0,['Accalmie dans la zone de retour'],1,"['Stated cause, reason, or driver associated with the reported phenomenon.']",['The stated reason explains why spontaneous returns occurred and supports thematic discovery.']
sector_coverage,category_labels,medium,1,1,0.004761905,1,1,0,1,0,0,['Financial; air passenger; maritime shipping; professional; telecommunications; retailing; maritime auxiliary; accounting; auditing; legal services'],1,['The service sectors included in the figure’s mode definitions or calculations.'],['Sector coverage clarifies what activities are represented by the restrictiveness measure.']
sector_context,subject_domain,high,1,1,0.004761905,1,0,1,0,1,0,['Social Protection'],1,['Sectoral context of the source document relevant to the table content.'],['Sector context supports discovery of poverty tables within social protection project documents.']
sector_categories,category_labels,high,1,1,0.004761905,1,1,0,1,0,0,['Agriculture; Construction; Food and beverage (restaurants and catering); Retail and wholesale; Manufacturing – Garment; Manufacturing'],1,['Sector labels used as categorical groups in the figure.'],['Sector categories enable precise faceted search and comparison across industries.']
sector_dimension,category_dimension,medium,1,1,0.004761905,1,0,1,1,0,0,['Manufacturing; Services'],1,['The sectoral groups used to organize or compare results.'],['Sector categories are central to interpreting and comparing the regression results.']
sample_groups,population_group,medium,1,1,0.004761905,1,0,1,1,0,0,['Whole Sample; Intra-Africa and Rest of the World Sample; Intra-Africa Sample'],1,['The population or sample subsets for which results are reported.'],['Sample group labels allow users to distinguish results by analytical subset.']
baseline_period,time_period,high,1,1,0.004761905,1,0,1,1,0,0,['Mar/2025; Feb/2025'],1,['Date or period associated with baseline or initial indicator values.'],['Baseline periods are essential for time-based interpretation of project indicators.']
sample_exclusion_criteria,interpretive_note,high,1,1,0.004761905,1,0,1,1,0,0,"['Sample excludes Bangladesh, India, Pakistan, the Philippines, and Sri Lanka']",1,['Explicit exclusions or restrictions defining the estimation sample.'],['Sample restrictions materially affect interpretation and comparability of results.']
row_variable_groups,row_dimension,high,1,1,0.004761905,1,0,1,1,0,0,['Bank-level variables; Macroeconomic variables; Specification tests (p-values)'],1,['Grouped categories organizing variables or test statistics in table rows.'],['Variable groupings help users identify the level and type of factors included in the analysis.']
benchmark_labels,comparison_group,high,1,1,0.004761905,1,1,0,1,0,0,['High income; Middle income; Low income'],1,['Reference benchmarks or comparator lines included in the figure.'],['Benchmark labels clarify that the figure compares regional scores against income-group reference levels.']
row_group_labels,row_dimension,high,1,1,0.004761905,1,0,1,1,0,0,['Dependent variables; Independent variables; Instrumental variables'],1,['Section or group labels organizing the table rows.'],['Row group labels capture the econometric role of variables and support faceted search.']
benchmark_values,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,['High income approximately 3.8; Middle income approximately 3.0; Low income approximately 2.5'],1,['Approximate numeric values of benchmark or reference lines shown in the figure.'],"['Benchmark values support analytical reuse, though they are visually estimated from the chart.']"
beneficiary_group,population_group,high,1,1,0.004761905,1,1,0,1,0,0,['individuals'],1,['The population or beneficiary group to which the indicator applies.'],"['This helps distinguish whether a figure reports people, households, organizations, or other beneficiary groups.']"
settlement_type,location_type,high,1,1,0.004761905,1,0,1,1,0,0,['Camps; Urban'],1,['Type of settlement or residential context used to organize the comparison groups.'],['Settlement type is a reusable facet for comparing outcomes across displacement contexts.']
series_categories,series_labels,high,1,1,0.004761905,1,1,0,1,0,0,[],0,['Named categories represented as separate lines or series.'],['Series categories enable discovery of specific rights categories contained in the figure.']
beneficiary_population,population_group,high,1,1,0.004761905,1,0,1,1,0,0,['Syrian refugee school-age children; Syrian refugee and host community youths; Palestinian refugees; all children'],1,['Population groups explicitly identified as beneficiaries or target groups in the table.'],"['Beneficiary population improves discovery for refugee, host community, and child-focused education interventions.']"
selection_criterion,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['Highest total cost'],1,['The criterion used to select the entities included in the snapshot.'],"['Selection criteria are important for understanding bias, scope, and comparability.']"
selected_financing_sources,financing_source,high,1,1,0.004761905,1,0,1,1,0,0,['IBRD; Trust Funds'],1,['The financing source categories marked as applicable in the table.'],['Selected sources identify the actual financing instruments associated with the project.']
benefit_categories,category_labels,high,1,1,0.004761905,1,0,1,1,0,0,['Costs of national identity and reduced social security programs; time savings for issuing ID card; reduced cost to acquire card; total benefits'],1,['Benefit-related categories or line items represented in the table.'],['Benefit categories expose substantive economic benefits that may not be visible in document-level metadata.']
borrower_entity,geographic_entities,medium,1,1,0.004761905,1,0,1,1,0,0,['Uganda'],1,['The borrower or recipient entity associated with the listed operations.'],['Borrower information helps distinguish recipient entities within financing tables.']
analysis_unit,location_type,high,1,1,0.004761905,1,0,1,1,0,0,['Hospital'],1,['The entity type for which values are reported.'],['Identifying the unit of analysis supports filtering and reuse across institution-level tables.']
sector_or_product_group,subject_domain,high,1,1,0.004761905,1,1,0,1,0,0,['Agriculture and garments'],1,"['Sector, product group, or category mentioned as substantively important in the figure interpretation.']",['Product groups enrich discovery for users searching within specific export sectors.']
route_quantitative_values,not_in_ontology,high,1,1,0.004761905,1,1,0,1,0,0,"['Sea arrivals: 5,036; 539; 302. Land arrivals: 660; 351.']",1,['Numeric values associated with routes or movement categories in the figure.'],['Route-level values enable analytical reuse of data embedded in the map.']
classification_dimension,category_dimension,high,1,1,0.004761905,1,1,0,1,0,0,['Statuts'],1,['Categorical dimension used to divide or classify the data.'],"['The chart is organized by status, which enables comparison with other status-disaggregated data.']"
size_encoding_indicator,indicator_name,high,1,1,0.004761905,1,1,0,1,0,0,['Share of agriculture in GDP'],1,['The variable encoded by marker or bubble size in the visualization.'],['This captures an additional quantitative dimension that may not be represented in the figure title.']
classification_scheme,category_dimension,high,1,1,0.004761905,1,1,0,0,0,1,"['Services trade modes of supply, inferred from labels and document keywords including modes of supply and General Agreement on Trade in Service']",1,['The conceptual classification system used to organize categories in the figure.'],['Identifying the classification scheme improves interoperability with other services trade figures.']
simulation_restriction,interpretive_note,medium,1,1,0.004761905,1,1,0,1,0,0,"['restriction in simulation, including entries shown as =0 for some estimates']",1,['Any constraint or restriction applied to table values in a simulation scenario.'],['Simulation restrictions are analytically meaningful and may affect interpretation of model results.']
classification_system,category_dimension,medium,1,1,0.004761905,1,1,0,1,0,0,['4-digit SITC product lines'],1,['Standard classification or taxonomy used to define the data categories.'],['Classification system is critical for analytical reuse and comparison across trade-related figures.']
climate_shock_type,category_dimension,medium,1,1,0.004761905,1,1,0,0,1,0,['Delayed monsoon onset and climatic shocks from document context'],1,['Specific climate-related shock or environmental phenomenon relevant to the analysis.'],['Identifying the climate shock type supports discovery of figures related to climate risk and household impacts.']
significance_marker,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['Superscript a'],1,['Symbol or notation used to indicate statistical significance or other annotations.'],['Markers connect reported values to explanatory notes needed for correct interpretation.']
chart_indicator_names,indicator_name,high,1,1,0.004761905,1,1,0,1,0,0,['Life expectancy; GNP per capita; gross primary enrollment; access to safe water; trade; domestic savings; investment; indebtedness; growth rates of output and investment; growth rates of exports and imports'],1,['Indicators or concepts specifically represented in embedded charts within the snapshot.'],['Chart-specific indicators expose information that may not be obvious from the document metadata.']
specification_tests,analysis_method,medium,1,1,0.004761905,1,0,1,1,0,0,['Sargan Test; Second order correlation'],1,['Diagnostic or specification tests reported for the statistical models.'],['Specification tests are important for discovering and evaluating econometric model validity information.']
special_population_note,interpretive_note,high,1,1,0.004761905,1,0,1,1,0,0,['Includes a FGD conducted with women involved in the sale of sex'],1,['Qualifying note identifying a specific subgroup or caveat relevant to interpretation.'],['Captures important contextual qualifiers that affect interpretation and sensitive population discovery.']
special_case_note,interpretive_note,high,1,1,0.004761905,1,1,0,1,0,0,['712 cases are identified on a cruise ship currently in Japanese territorial waters.'],1,['A note identifying exceptional observations or special reporting cases in the data.'],['Special case notes preserve context for anomalous or nonstandard data points.']
spatial_unit,geographic_granularity,high,1,1,0.004761905,1,1,0,1,0,0,"['Countries, territories, or areas']",1,['The geographic unit at which the data are reported or classified.'],['Spatial unit clarifies the level of geographic aggregation used in the figure.']
cluster_count,not_in_ontology,high,1,1,0.004761905,1,0,1,1,0,0,['92 for per capita expenditure; 94 for per capita income'],1,['The number of clusters used or reported in the regression model.'],['Cluster information is important for interpreting regression precision and empirical design.']
spatial_distribution_summary,subject_summary,medium,1,1,0.004761905,1,1,0,1,0,0,"['Symbols indicate presence of protection response activity types across multiple Syrian governorates, including mapped clusters around Aleppo, Homs, Rural Damascus, Hassakeh, Latakia, Tartous, Daraa, and Sweida']",1,['Concise description of how categories are distributed geographically in the figure.'],['A spatial distribution summary improves discovery of map content without requiring visual inspection.']
source_url,data_source,high,1,1,0.004761905,1,1,0,1,0,0,['https://www.mvr.bg/NR/rdonlyres/9C36DA2C-4CCA-467A-B9EC-8FB42D67E8B4/0/Spravka_April_2017_Internet.pdf'],1,['URL cited as a source or supporting reference for the figure.'],['A source URL enables verification and linking to underlying source material.']
source_or_reference_note,data_source,high,1,1,0.004761905,1,1,0,1,0,0,['2014 CNR'],1,"['Source, reference, or citation note visible in the snapshot.']",['Source notes support provenance tracking and confidence assessment for extracted statistics.']
staff_location_basis,location_type,medium,1,1,0.004761905,1,0,1,1,0,0,['CO-based; HQ-based; HQ-based or based in region'],1,['Institutional or geographic base of staff resources.'],['Staff location information supports discovery of implementation arrangements and decentralization of support.']
settlement_features,location_type,high,1,1,0.004761905,1,1,0,1,0,0,['Built-up areas; UNRWA refugee camps; Israeli settlements'],1,['Types of human settlement or habitation features depicted in the snapshot.'],"['Settlement feature metadata supports retrieval for topics such as refugees, urban areas, and Israeli settlements.']"
chart_indicator_labels,indicator_name,medium,1,1,0.004761905,1,1,0,1,0,0,['Life expectancy; GNP per capita; Gross primary enrollment; Access to safe water; Trade; Domestic Savings; Investment; Indebtedness; GDI; GDP; Exports; Imports'],1,['Indicator labels used in embedded charts or legends.'],['Chart labels identify data series and dimensions that may not appear in table headings alone.']
service_provider_type,location_type,high,1,1,0.004761905,1,0,1,1,0,0,['مراكز الرعاية الصحية الأولية (primary health care centers)'],1,['The type of service provider counted or described in the table.'],['Service provider type improves discovery of health system capacity and facility-related tables.']
service_or_intervention,intervention_type,high,1,1,0.004761905,1,1,0,1,0,0,['ANC'],1,"['The health service, program, or intervention referenced by the figure.']",['Identifying the service discussed enables domain-specific discovery across figures.']
service_delivery_point_type,location_type,high,1,1,0.004761905,1,0,1,1,0,0,['distribution point (DP)'],1,['The type of service location or access point referenced by the table.'],['This field helps discover tables related to access to service or aid delivery locations.']
